Gene,ABE-MEM 1h,ABE-MEM 3h A,ABE-MEM 3h B,ABE-NES 1h,ABE-NES 3h A,ABE-NES 3h B,ABE-NLS 1h,ABE-NLS 3h A,ABE-NLS 3h B,ABE-ACT 1h A,ABE-ACT 1h B,ABE-ACT 3h A,ABE-ACT 3h B,ABE-NM 1h A,ABE-NM 1h B,ABE-NM 3h A,ABE-NM 3h B,ABE-LD 1h A,ABE-LD 1h B,ABE-LD 3h A,ABE-LD 3h B,ABE-GOL 1h A,ABE-GOL 1h B,ABE-GOL 3h A,ABE-GOL 3h B,ABE-ERM 1h A,ABE-ERM 1h B,ABE-ERM 3h A,ABE-ERM 3h B,ABE-LAMP1 1h A,ABE-LAMP1 1h B,ABE-LAMP1 3h A,ABE-LAMP1 3h B,ABE-LC3 1h A,ABE-LC3 1h B,ABE-LC3 3h A,ABE-LC3 3h B,ABE-NOLS 1h A,ABE-NOLS 1h B,ABE-NOLS 3h A,ABE-NOLS 3h B,ABE-NUP 1h A,ABE-NUP 1h B,ABE-NUP 3h A,ABE-NUP 3h B,ABE-OMM 1h A,ABE-OMM 1h B,ABE-OMM 3h A,ABE-OMM 3h B,ABE-PLIN2 1h A,ABE-PLIN2 1h B,ABE-PLIN2 3h A,ABE-PLIN2 3h B,ABE-PTS1 1h A,ABE-PTS1 1h B,ABE-PTS1 3h A,ABE-PTS1 3h B,ABE-RAB10 1h A,ABE-RAB10 1h B,ABE-RAB10 3h A,ABE-RAB10 3h B,ABE-RABIF 1h A,ABE-RABIF 1h B,ABE-RABIF 3h A,ABE-RABIF 3h B,ABE-SQSTM1 1h A,ABE-SQSTM1 1h B,ABE-SQSTM1 3h A,ABE-SQSTM1 3h B,ABE-HSPA8-CH 1h A,ABE-HSPA8-CH 1h B,ABE-HSPA8-CH 3h A,ABE-HSPA8-CH 3h B,ABE-HSPA8-NC 1h A,ABE-HSPA8-NC 1h B,ABE-HSPA8-NC 3h A,ABE-HSPA8-NC 3h B,ABE-LAMP2A 1h A,ABE-LAMP2A 1h B,ABE-LAMP2A 3h A,ABE-LAMP2A 3h B,ABE-LMNA 1h A,ABE-LMNA 1h B,ABE-LMNA 3h A,ABE-LMNA 3h B,ABE-TDP208 1h A,ABE-TDP208 1h B,ABE-TDP208 3h A,ABE-TDP208 3h B
HSPB8,0.0,0.0,0.0,103.0,246.0,318.0,22.0,11.0,0.0,63.0,21.0,24.0,19.0,2.0,19.0,5.0,34.0,3.0,0.0,10.0,2.0,0.0,0.0,6.0,0.0,22.0,46.0,6.0,59.0,0.0,0.0,0.0,0.0,34.0,40.0,27.0,22.0,20.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,69.0,11.0,8.0,0.0,0.0,0.0,0.0,43.0,114.0,19.0,7.0,0.0,25.0,1.0,24.0,28.0,4.0,21.0,23.0,1.0,19.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,11.0,61.0
POLE4,1.0,0.0,0.0,59.0,112.0,713.0,1.0,39.0,0.0,11.0,28.0,11.0,12.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,33.0,0.0,0.0,0.0,0.0,32.0,16.0,0.0,15.0,0.0,19.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,1.0,30.0,32.0,7.0,1.0,6.0,3.0,4.0,19.0,0.0,43.0,14.0,13.0,0.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,35.0,11.0,80.0
LGALSL,7.0,0.0,10.0,474.0,464.0,669.0,64.0,153.0,15.0,45.0,44.0,68.0,70.0,5.0,11.0,0.0,24.0,0.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,14.0,183.0,0.0,83.0,1.0,2.0,0.0,0.0,161.0,141.0,36.0,76.0,23.0,23.0,18.0,110.0,0.0,0.0,0.0,6.0,48.0,369.0,209.0,833.0,7.0,25.0,0.0,0.0,22.0,40.0,91.0,66.0,20.0,87.0,37.0,262.0,65.0,89.0,84.0,92.0,15.0,34.0,0.0,115.0,0.0,19.0,15.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,38.0,8.0,25.0,42.0,39.0,90.0,26.0,388.0
GSKIP,1.0,1.0,1.0,103.0,249.0,432.0,52.0,53.0,46.0,30.0,4.0,11.0,0.0,1.0,22.0,16.0,1.0,9.0,145.0,23.0,214.0,1.0,0.0,0.0,0.0,5.0,92.0,27.0,53.0,0.0,0.0,0.0,0.0,8.0,39.0,30.0,61.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,53.0,191.0,7.0,59.0,0.0,0.0,0.0,0.0,94.0,90.0,73.0,81.0,1.0,5.0,8.0,26.0,207.0,194.0,48.0,18.0,0.0,41.0,48.0,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,45.0,17.0,1.0,26.0,26.0,130.0
ENO3,0.0,0.0,0.0,15.0,139.0,142.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,0.0,0.0,13.0,21.0,0.0,,0.0,,0.0,0.0,0.0,0.0,11.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,19.0,81.0,65.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,2.0,32.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,21.0,6.0,6.0,3.0,41.0,14.0,43.0,13.0,4.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,7.0,0.0,0.0,6.0,5.0,46.0
EIF1AD,1.0,0.0,10.0,180.0,421.0,989.0,1.0,22.0,68.0,143.0,0.0,98.0,4.0,1.0,0.0,8.0,11.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,40.0,130.0,121.0,120.0,0.0,0.0,6.0,0.0,128.0,226.0,99.0,55.0,26.0,47.0,16.0,79.0,0.0,12.0,0.0,13.0,4.0,50.0,0.0,69.0,0.0,1.0,0.0,0.0,66.0,151.0,14.0,59.0,42.0,41.0,28.0,129.0,24.0,36.0,20.0,28.0,0.0,14.0,0.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,32.0,18.0,28.0,52.0,197.0
BLOC1S6,0.0,1.0,0.0,28.0,131.0,42.0,10.0,16.0,6.0,1.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,15.0,37.0,44.0,49.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,193.0,138.0,1.0,4.0,10.0,113.0,69.0,244.0,24.0,49.0,0.0,46.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,30.0,10.0,40.0
MEA1,2.0,5.0,22.0,853.0,1468.0,2683.0,77.0,203.0,75.0,169.0,185.0,98.0,220.0,29.0,9.0,166.0,39.0,35.0,7.0,8.0,25.0,0.0,4.0,1.0,7.0,88.0,363.0,159.0,246.0,0.0,0.0,1.0,8.0,374.0,359.0,331.0,283.0,27.0,126.0,30.0,249.0,2.0,41.0,0.0,11.0,50.0,160.0,108.0,432.0,5.0,38.0,0.0,10.0,213.0,498.0,293.0,312.0,82.0,161.0,33.0,341.0,286.0,479.0,184.0,219.0,45.0,345.0,27.0,165.0,0.0,2.0,3.0,4.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,7.0,77.0,377.0,47.0,143.0,120.0,669.0
ABHD14B,35.0,82.0,108.0,3421.0,9065.0,8132.0,533.0,2031.0,1457.0,1384.0,1137.0,1117.0,1160.0,71.0,249.0,277.0,568.0,207.0,34.0,329.0,134.0,8.0,15.0,32.0,8.0,518.0,1847.0,1073.0,1415.0,22.0,77.0,26.0,60.0,2947.0,3731.0,3347.0,2946.0,393.0,906.0,219.0,1310.0,11.0,68.0,9.0,35.0,665.0,3362.0,1156.0,3461.0,5.0,129.0,30.0,103.0,2185.0,4731.0,1658.0,2193.0,532.0,652.0,306.0,1426.0,2598.0,3543.0,1442.0,1769.0,202.0,1010.0,263.0,1363.0,11.0,39.0,63.0,15.0,0.0,10.0,23.0,96.0,2.0,8.0,11.0,20.0,104.0,37.0,332.0,759.0,280.0,1463.0,459.0,4386.0
NUDT2,32.0,34.0,168.0,1022.0,2424.0,2510.0,223.0,584.0,289.0,368.0,282.0,368.0,278.0,41.0,39.0,100.0,99.0,135.0,21.0,11.0,11.0,6.0,4.0,12.0,1.0,287.0,618.0,183.0,283.0,0.0,0.0,0.0,0.0,1151.0,1129.0,739.0,718.0,123.0,176.0,72.0,416.0,2.0,10.0,1.0,14.0,77.0,504.0,131.0,480.0,16.0,114.0,15.0,7.0,574.0,1103.0,307.0,556.0,128.0,175.0,152.0,505.0,248.0,782.0,358.0,402.0,76.0,464.0,99.0,551.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,7.0,14.0,14.0,94.0,192.0,75.0,380.0,72.0,1128.0
NTAQ1,0.0,0.0,0.0,69.0,172.0,616.0,31.0,72.0,19.0,19.0,0.0,20.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,116.0,36.0,16.0,6.0,0.0,1.0,0.0,54.0,123.0,36.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,59.0,4.0,12.0,0.0,0.0,0.0,8.0,32.0,95.0,5.0,10.0,14.0,27.0,9.0,8.0,183.0,112.0,31.0,76.0,45.0,68.0,16.0,19.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,54.0,4.0,4.0,23.0,110.0
DNAJC5B,1.0,1.0,0.0,80.0,220.0,160.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,4.0,7.0,18.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,31.0,32.0,97.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,14.0,53.0,7.0,2.0,35.0,13.0,18.0,112.0,11.0,36.0,0.0,15.0,0.0,0.0,34.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,24.0
ASPRV1,8.0,15.0,89.0,3982.0,7739.0,10844.0,347.0,1456.0,844.0,1120.0,542.0,868.0,585.0,110.0,158.0,188.0,310.0,30.0,15.0,55.0,52.0,9.0,7.0,18.0,147.0,355.0,1657.0,783.0,1327.0,2.0,5.0,5.0,25.0,2745.0,2923.0,2625.0,2191.0,166.0,395.0,74.0,392.0,17.0,24.0,26.0,52.0,305.0,2067.0,443.0,1471.0,12.0,27.0,57.0,38.0,1724.0,2553.0,1471.0,1684.0,418.0,595.0,331.0,1592.0,1270.0,2360.0,1042.0,1090.0,164.0,684.0,97.0,1063.0,10.0,22.0,15.0,25.0,7.0,13.0,1.0,24.0,4.0,19.0,22.0,25.0,49.0,29.0,89.0,412.0,222.0,1054.0,461.0,4042.0
ARL2,2.0,4.0,17.0,678.0,1984.0,1612.0,40.0,429.0,122.0,358.0,435.0,288.0,297.0,17.0,25.0,50.0,80.0,27.0,17.0,15.0,20.0,0.0,3.0,1.0,0.0,52.0,172.0,322.0,251.0,0.0,0.0,3.0,0.0,652.0,1009.0,470.0,269.0,112.0,125.0,27.0,76.0,14.0,8.0,4.0,0.0,25.0,311.0,232.0,477.0,1.0,1.0,2.0,23.0,307.0,396.0,191.0,216.0,183.0,256.0,185.0,416.0,308.0,440.0,305.0,383.0,172.0,453.0,1.0,241.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,12.0,25.0,2.0,56.0,240.0,95.0,226.0,124.0,960.0
SNF8,0.0,0.0,0.0,128.0,128.0,48.0,3.0,70.0,47.0,10.0,90.0,0.0,96.0,4.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,41.0,25.0,129.0,131.0,24.0,0.0,24.0,107.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,10.0,35.0,102.0,89.0,16.0,8.0,7.0,73.0,67.0,75.0,16.0,10.0,23.0,40.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,6.0,10.0,2.0,22.0,12.0,119.0
GSTP1,57.0,106.0,102.0,3851.0,8021.0,11793.0,397.0,1303.0,523.0,1822.0,558.0,1424.0,453.0,71.0,129.0,149.0,283.0,23.0,55.0,60.0,19.0,16.0,16.0,11.0,23.0,308.0,1581.0,736.0,1441.0,1.0,14.0,10.0,54.0,2855.0,3443.0,2106.0,2318.0,265.0,725.0,134.0,649.0,22.0,51.0,4.0,19.0,326.0,1971.0,711.0,1862.0,4.0,128.0,13.0,236.0,1534.0,3868.0,1950.0,1499.0,483.0,762.0,344.0,1618.0,2404.0,4433.0,1562.0,1995.0,271.0,1065.0,204.0,1097.0,16.0,22.0,22.0,17.0,37.0,24.0,3.0,8.0,6.0,15.0,6.0,9.0,86.0,33.0,278.0,443.0,364.0,1371.0,598.0,4652.0
COL20A1,9.0,21.0,62.0,980.0,3349.0,5165.0,124.0,906.0,117.0,688.0,660.0,729.0,259.0,33.0,69.0,127.0,127.0,79.0,130.0,301.0,160.0,1.0,8.0,9.0,31.0,145.0,510.0,265.0,458.0,2.0,4.0,8.0,16.0,778.0,821.0,859.0,670.0,111.0,70.0,32.0,167.0,14.0,24.0,3.0,9.0,387.0,1431.0,686.0,744.0,16.0,30.0,18.0,13.0,605.0,1073.0,260.0,252.0,72.0,133.0,47.0,310.0,462.0,977.0,325.0,716.0,27.0,429.0,386.0,1387.0,0.0,13.0,2.0,17.0,5.0,1.0,2.0,9.0,4.0,17.0,5.0,8.0,51.0,20.0,108.0,267.0,123.0,304.0,298.0,1902.0
G6PD,0.0,0.0,0.0,0.0,7.0,92.0,0.0,22.0,0.0,0.0,,5.0,,,0.0,,0.0,4.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,0.0,1.0,0.0,0.0,5.0,16.0,2.0,10.0,1.0,,,0.0,0.0,0.0,0.0,3.0,1.0,9.0,18.0,,0.0,0.0,0.0,4.0,,,,0.0,6.0,0.0,20.0,100.0,97.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,,0.0,,8.0
UBE2G1,24.0,5.0,0.0,208.0,368.0,316.0,40.0,117.0,1.0,14.0,144.0,116.0,140.0,0.0,38.0,12.0,65.0,55.0,0.0,16.0,11.0,1.0,0.0,1.0,0.0,18.0,31.0,28.0,31.0,0.0,4.0,0.0,0.0,121.0,60.0,66.0,34.0,0.0,4.0,0.0,11.0,1.0,0.0,5.0,4.0,54.0,274.0,12.0,57.0,0.0,0.0,22.0,32.0,18.0,52.0,128.0,152.0,71.0,103.0,20.0,136.0,21.0,22.0,83.0,38.0,10.0,97.0,27.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,53.0,17.0,13.0,74.0,190.0
YKT6,12.0,12.0,59.0,377.0,1644.0,566.0,37.0,313.0,73.0,217.0,88.0,50.0,143.0,8.0,69.0,47.0,134.0,0.0,3.0,4.0,3.0,1.0,0.0,3.0,7.0,64.0,214.0,314.0,570.0,0.0,2.0,2.0,59.0,801.0,867.0,320.0,376.0,22.0,126.0,26.0,284.0,1.0,0.0,3.0,1.0,86.0,330.0,55.0,301.0,0.0,0.0,2.0,0.0,48.0,178.0,417.0,269.0,109.0,163.0,50.0,299.0,154.0,150.0,59.0,83.0,62.0,56.0,35.0,296.0,1.0,20.0,27.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,1.0,0.0,42.0,6.0,68.0,213.0,64.0,290.0,64.0,785.0
VRTN,0.0,14.0,1.0,120.0,315.0,680.0,10.0,75.0,0.0,1.0,12.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,1.0,2.0,16.0,96.0,3.0,7.0,1.0,0.0,0.0,0.0,28.0,34.0,17.0,43.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,3.0,14.0,36.0,0.0,11.0,0.0,0.0,29.0,90.0,7.0,15.0,60.0,109.0,35.0,158.0,11.0,47.0,64.0,124.0,1.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,25.0,16.0
CENPQ,0.0,0.0,0.0,0.0,40.0,29.0,0.0,0.0,13.0,53.0,2.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,9.0,,7.0,34.0,0.0,0.0,,,0.0,0.0,41.0,14.0,14.0,4.0,0.0,8.0,0.0,0.0,9.0,0.0,,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,23.0,0.0,11.0,63.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,28.0
OLFML2A,,0.0,0.0,33.0,18.0,19.0,0.0,0.0,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,
KLHDC3,0.0,0.0,0.0,21.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,21.0,33.0,0.0,0.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0
EDF1,9.0,0.0,34.0,648.0,1591.0,2110.0,85.0,327.0,283.0,725.0,134.0,442.0,138.0,17.0,16.0,52.0,40.0,15.0,0.0,19.0,13.0,7.0,7.0,10.0,14.0,41.0,324.0,60.0,233.0,4.0,2.0,9.0,22.0,361.0,552.0,480.0,623.0,90.0,149.0,62.0,188.0,1.0,14.0,1.0,1.0,88.0,249.0,137.0,633.0,13.0,10.0,2.0,2.0,350.0,740.0,145.0,197.0,83.0,141.0,54.0,214.0,1087.0,3135.0,369.0,364.0,51.0,212.0,44.0,391.0,2.0,1.0,7.0,7.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,134.0,9.0,4.0,36.0,87.0,40.0,321.0,76.0,1266.0
SPEF1,0.0,0.0,0.0,20.0,48.0,121.0,11.0,51.0,0.0,0.0,0.0,,,0.0,1.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,,11.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,1.0,5.0,1.0,49.0
HIKESHI,2.0,1.0,7.0,106.0,746.0,366.0,0.0,83.0,45.0,25.0,12.0,14.0,36.0,1.0,4.0,28.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,19.0,38.0,16.0,0.0,0.0,0.0,1.0,66.0,95.0,94.0,106.0,1.0,0.0,1.0,33.0,10.0,4.0,0.0,5.0,4.0,222.0,84.0,213.0,1.0,0.0,0.0,0.0,90.0,155.0,112.0,172.0,0.0,18.0,17.0,60.0,106.0,67.0,18.0,40.0,1.0,139.0,34.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,2.0,35.0,22.0,92.0,14.0,344.0
NUDT3,6.0,9.0,14.0,517.0,1453.0,2025.0,30.0,165.0,62.0,144.0,32.0,290.0,98.0,11.0,49.0,28.0,110.0,67.0,18.0,39.0,5.0,0.0,1.0,5.0,0.0,91.0,423.0,101.0,329.0,1.0,6.0,0.0,17.0,398.0,437.0,354.0,1170.0,28.0,64.0,30.0,71.0,2.0,5.0,3.0,0.0,78.0,264.0,116.0,404.0,0.0,13.0,34.0,54.0,109.0,199.0,158.0,163.0,120.0,190.0,69.0,299.0,307.0,727.0,230.0,513.0,139.0,256.0,0.0,267.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,0.0,11.0,18.0,188.0,61.0,161.0,85.0,867.0
HSPB7,0.0,0.0,,0.0,0.0,19.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,23.0,,,,,0.0,,,,,,0.0,,,,,,0.0,0.0,,,5.0,,,0.0,,,0.0,,65.0,,0.0,3.0,,4.0,,,15.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,,,,,,,14.0,,6.0
REEP6,124.0,318.0,835.0,810.0,2612.0,1769.0,37.0,164.0,215.0,207.0,92.0,312.0,135.0,19.0,16.0,78.0,74.0,231.0,480.0,517.0,551.0,13.0,56.0,12.0,98.0,480.0,1182.0,480.0,630.0,20.0,65.0,68.0,91.0,611.0,858.0,561.0,470.0,29.0,100.0,34.0,116.0,16.0,109.0,40.0,107.0,139.0,626.0,228.0,830.0,1.0,2.0,1.0,2.0,251.0,600.0,232.0,416.0,2348.0,1805.0,1491.0,3634.0,565.0,917.0,148.0,335.0,15.0,181.0,0.0,139.0,4.0,23.0,10.0,7.0,0.0,2.0,5.0,5.0,3.0,7.0,33.0,75.0,33.0,3.0,95.0,114.0,31.0,225.0,98.0,955.0
MID1IP1,2.0,0.0,10.0,240.0,807.0,1423.0,38.0,325.0,79.0,215.0,68.0,88.0,28.0,8.0,2.0,34.0,33.0,0.0,8.0,4.0,1.0,0.0,0.0,3.0,0.0,18.0,167.0,56.0,96.0,0.0,3.0,0.0,0.0,82.0,168.0,220.0,230.0,48.0,36.0,0.0,32.0,2.0,0.0,5.0,12.0,15.0,85.0,71.0,541.0,1.0,1.0,27.0,1.0,231.0,539.0,162.0,193.0,66.0,87.0,1.0,91.0,168.0,481.0,114.0,141.0,19.0,48.0,1.0,94.0,1.0,29.0,0.0,10.0,0.0,7.0,1.0,6.0,0.0,2.0,2.0,0.0,9.0,4.0,16.0,36.0,48.0,165.0,75.0,440.0
SKP1,0.0,4.0,17.0,445.0,322.0,776.0,2.0,236.0,80.0,22.0,46.0,79.0,60.0,5.0,54.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,23.0,115.0,27.0,43.0,0.0,0.0,1.0,11.0,270.0,477.0,108.0,126.0,1.0,29.0,6.0,76.0,1.0,1.0,6.0,1.0,17.0,118.0,39.0,90.0,19.0,2.0,0.0,15.0,1293.0,1550.0,208.0,255.0,128.0,137.0,84.0,125.0,111.0,80.0,83.0,170.0,0.0,0.0,23.0,85.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,6.0,8.0,6.0,3.0,70.0,14.0,20.0,64.0,163.0
GGCT,0.0,8.0,0.0,292.0,632.0,1096.0,51.0,120.0,52.0,315.0,9.0,197.0,20.0,9.0,11.0,70.0,13.0,0.0,12.0,23.0,18.0,1.0,1.0,13.0,14.0,171.0,705.0,54.0,170.0,0.0,1.0,0.0,60.0,137.0,217.0,171.0,179.0,25.0,22.0,0.0,39.0,0.0,1.0,2.0,0.0,24.0,284.0,68.0,218.0,0.0,10.0,0.0,0.0,239.0,595.0,81.0,31.0,118.0,133.0,44.0,246.0,177.0,160.0,153.0,99.0,56.0,38.0,17.0,174.0,6.0,2.0,15.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,12.0,34.0,0.0,68.0,33.0,21.0,70.0,108.0,130.0
RAB29,0.0,0.0,0.0,0.0,31.0,149.0,0.0,8.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,,0.0,0.0,0.0,2.0,,,3.0,,0.0,0.0,2.0,,1.0,0.0,,0.0,0.0,9.0,5.0,15.0,0.0,0.0,0.0,,65.0,72.0,0.0,,6.0,,0.0,12.0,0.0,0.0,0.0,,9.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,8.0,,0.0
RNF34,0.0,6.0,0.0,6.0,10.0,50.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,7.0,0.0,0.0,,10.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,8.0,5.0,0.0,,,,7.0,0.0,,,,,,,,,0.0,,0.0,,0.0,7.0,,,0.0,0.0,,,0.0,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,
ARF3,1.0,9.0,20.0,468.0,800.0,497.0,0.0,271.0,93.0,251.0,116.0,28.0,179.0,6.0,33.0,18.0,31.0,66.0,5.0,46.0,3.0,2.0,2.0,3.0,12.0,44.0,90.0,162.0,113.0,0.0,0.0,0.0,0.0,147.0,295.0,197.0,246.0,116.0,152.0,37.0,135.0,2.0,12.0,1.0,1.0,24.0,368.0,118.0,319.0,5.0,3.0,13.0,1.0,133.0,402.0,258.0,188.0,68.0,138.0,64.0,272.0,80.0,425.0,170.0,58.0,0.0,90.0,0.0,193.0,5.0,37.0,2.0,1.0,0.0,1.0,1.0,8.0,3.0,8.0,1.0,0.0,38.0,1.0,13.0,74.0,68.0,195.0,158.0,694.0
PSMC4,1.0,0.0,0.0,90.0,392.0,574.0,26.0,64.0,313.0,162.0,3.0,126.0,6.0,2.0,0.0,20.0,2.0,1.0,13.0,11.0,17.0,4.0,1.0,0.0,0.0,5.0,72.0,46.0,17.0,0.0,4.0,6.0,10.0,121.0,103.0,98.0,147.0,29.0,0.0,25.0,75.0,0.0,0.0,0.0,28.0,64.0,344.0,48.0,152.0,0.0,6.0,1.0,1.0,36.0,138.0,143.0,188.0,19.0,60.0,31.0,62.0,67.0,192.0,67.0,44.0,10.0,78.0,28.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,17.0,17.0,27.0,97.0
