Gene,ABE-MEM 1h,ABE-MEM 3h A,ABE-MEM 3h B,ABE-NES 1h,ABE-NES 3h A,ABE-NES 3h B,ABE-NLS 1h,ABE-NLS 3h A,ABE-NLS 3h B,ABE-ACT 1h A,ABE-ACT 1h B,ABE-ACT 3h A,ABE-ACT 3h B,ABE-NM 1h A,ABE-NM 1h B,ABE-NM 3h A,ABE-NM 3h B,ABE-LD 1h A,ABE-LD 1h B,ABE-LD 3h A,ABE-LD 3h B,ABE-GOL 1h A,ABE-GOL 1h B,ABE-GOL 3h A,ABE-GOL 3h B,ABE-ERM 1h A,ABE-ERM 1h B,ABE-ERM 3h A,ABE-ERM 3h B,ABE-LAMP1 1h A,ABE-LAMP1 1h B,ABE-LAMP1 3h A,ABE-LAMP1 3h B,ABE-LC3 1h A,ABE-LC3 1h B,ABE-LC3 3h A,ABE-LC3 3h B,ABE-NOLS 1h A,ABE-NOLS 1h B,ABE-NOLS 3h A,ABE-NOLS 3h B,ABE-NUP 1h A,ABE-NUP 1h B,ABE-NUP 3h A,ABE-NUP 3h B,ABE-OMM 1h A,ABE-OMM 1h B,ABE-OMM 3h A,ABE-OMM 3h B,ABE-PLIN2 1h A,ABE-PLIN2 1h B,ABE-PLIN2 3h A,ABE-PLIN2 3h B,ABE-PTS1 1h A,ABE-PTS1 1h B,ABE-PTS1 3h A,ABE-PTS1 3h B,ABE-RAB10 1h A,ABE-RAB10 1h B,ABE-RAB10 3h A,ABE-RAB10 3h B,ABE-RABIF 1h A,ABE-RABIF 1h B,ABE-RABIF 3h A,ABE-RABIF 3h B,ABE-SQSTM1 1h A,ABE-SQSTM1 1h B,ABE-SQSTM1 3h A,ABE-SQSTM1 3h B,ABE-HSPA8-CH 1h A,ABE-HSPA8-CH 1h B,ABE-HSPA8-CH 3h A,ABE-HSPA8-CH 3h B,ABE-HSPA8-NC 1h A,ABE-HSPA8-NC 1h B,ABE-HSPA8-NC 3h A,ABE-HSPA8-NC 3h B,ABE-LAMP2A 1h A,ABE-LAMP2A 1h B,ABE-LAMP2A 3h A,ABE-LAMP2A 3h B,ABE-LMNA 1h A,ABE-LMNA 1h B,ABE-LMNA 3h A,ABE-LMNA 3h B,ABE-TDP208 1h A,ABE-TDP208 1h B,ABE-TDP208 3h A,ABE-TDP208 3h B
DIO3,40.0,10.0,1.0,175.0,435.0,336.0,11.0,53.0,1.0,174.0,104.0,45.0,59.0,0.0,6.0,0.0,8.0,8.0,6.0,19.0,4.0,5.0,3.0,9.0,1.0,16.0,167.0,21.0,42.0,3.0,0.0,20.0,26.0,31.0,59.0,111.0,77.0,44.0,27.0,2.0,29.0,0.0,2.0,2.0,7.0,72.0,204.0,32.0,351.0,0.0,27.0,0.0,19.0,192.0,317.0,24.0,88.0,289.0,208.0,154.0,666.0,13.0,23.0,61.0,32.0,0.0,76.0,13.0,13.0,1.0,14.0,10.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,18.0,14.0,20.0,2.0,12.0,21.0,29.0,24.0,48.0,224.0
NRG4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,,,,,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,,0.0
PIGH,0.0,0.0,14.0,33.0,46.0,46.0,1.0,18.0,7.0,24.0,0.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,169.0,111.0,0.0,0.0,0.0,33.0,7.0,9.0,8.0,31.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,10.0,0.0,0.0,1.0,0.0,17.0,12.0,19.0,2.0,9.0,49.0,31.0,42.0,19.0,58.0,18.0,20.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,6.0
KHDC1,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,0.0,,,0.0,,13.0
FXYD6,61.0,58.0,136.0,448.0,1201.0,930.0,60.0,231.0,80.0,303.0,92.0,164.0,116.0,1.0,2.0,8.0,17.0,219.0,155.0,264.0,261.0,6.0,4.0,2.0,7.0,192.0,540.0,214.0,324.0,23.0,38.0,12.0,128.0,338.0,282.0,129.0,181.0,34.0,51.0,6.0,6.0,3.0,21.0,8.0,41.0,87.0,426.0,184.0,353.0,0.0,16.0,3.0,11.0,256.0,822.0,227.0,423.0,339.0,366.0,203.0,535.0,76.0,301.0,107.0,136.0,31.0,131.0,27.0,400.0,6.0,2.0,8.0,3.0,2.0,0.0,16.0,11.0,0.0,8.0,14.0,22.0,21.0,2.0,22.0,82.0,45.0,146.0,76.0,592.0
GPR108,24.0,54.0,109.0,872.0,2845.0,2516.0,75.0,391.0,311.0,297.0,111.0,329.0,101.0,9.0,62.0,38.0,155.0,172.0,35.0,318.0,26.0,13.0,13.0,22.0,16.0,189.0,610.0,353.0,461.0,9.0,17.0,30.0,45.0,621.0,622.0,993.0,873.0,75.0,157.0,35.0,135.0,9.0,27.0,34.0,12.0,109.0,816.0,346.0,568.0,9.0,25.0,29.0,22.0,512.0,911.0,421.0,488.0,243.0,454.0,186.0,817.0,455.0,454.0,152.0,312.0,51.0,184.0,123.0,348.0,14.0,14.0,12.0,4.0,4.0,6.0,8.0,19.0,7.0,10.0,16.0,14.0,54.0,38.0,80.0,879.0,79.0,224.0,190.0,1055.0
SDC1,0.0,0.0,0.0,0.0,57.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,,0.0,0.0,1.0,0.0,2.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,14.0,149.0,68.0,0.0,1.0,0.0,0.0,40.0,30.0,60.0,88.0,1.0,8.0,19.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,28.0
HBEGF,7.0,14.0,10.0,20.0,206.0,196.0,0.0,0.0,19.0,85.0,0.0,28.0,5.0,0.0,1.0,0.0,3.0,29.0,250.0,0.0,408.0,0.0,0.0,0.0,0.0,6.0,24.0,35.0,47.0,0.0,4.0,0.0,0.0,88.0,109.0,181.0,112.0,0.0,9.0,5.0,1.0,2.0,1.0,2.0,1.0,14.0,53.0,14.0,113.0,1.0,0.0,0.0,0.0,82.0,212.0,6.0,23.0,40.0,23.0,22.0,97.0,37.0,65.0,7.0,13.0,0.0,0.0,14.0,55.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,13.0,20.0,4.0,18.0,7.0,18.0
SDHD,50.0,67.0,64.0,684.0,1321.0,819.0,80.0,276.0,90.0,156.0,110.0,77.0,109.0,2.0,28.0,52.0,29.0,167.0,93.0,224.0,117.0,2.0,2.0,16.0,7.0,20.0,414.0,251.0,177.0,1.0,27.0,48.0,28.0,386.0,311.0,370.0,532.0,18.0,57.0,15.0,26.0,7.0,54.0,11.0,19.0,96.0,541.0,106.0,345.0,0.0,3.0,4.0,10.0,92.0,270.0,198.0,239.0,227.0,306.0,194.0,821.0,154.0,241.0,226.0,240.0,16.0,313.0,27.0,45.0,4.0,19.0,16.0,2.0,1.0,25.0,1.0,2.0,2.0,3.0,35.0,24.0,0.0,5.0,9.0,64.0,25.0,84.0,40.0,497.0
GALNT3,0.0,1.0,0.0,25.0,132.0,50.0,29.0,41.0,11.0,19.0,14.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,14.0,25.0,0.0,14.0,0.0,0.0,59.0,74.0,61.0,68.0,5.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,7.0,14.0,92.0,60.0,0.0,0.0,0.0,1.0,28.0,66.0,32.0,33.0,49.0,49.0,1.0,4.0,0.0,15.0,0.0,24.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,39.0,7.0,4.0,25.0,19.0,127.0
EFNA1,9.0,1.0,4.0,425.0,1224.0,867.0,62.0,193.0,4.0,257.0,58.0,140.0,31.0,1.0,91.0,5.0,43.0,13.0,1.0,24.0,14.0,1.0,0.0,5.0,12.0,89.0,337.0,80.0,79.0,3.0,3.0,3.0,31.0,104.0,291.0,363.0,151.0,71.0,43.0,2.0,39.0,1.0,7.0,0.0,26.0,64.0,329.0,47.0,65.0,1.0,3.0,2.0,8.0,267.0,433.0,163.0,166.0,228.0,150.0,116.0,475.0,223.0,386.0,220.0,267.0,1.0,111.0,51.0,136.0,11.0,16.0,12.0,3.0,3.0,0.0,5.0,1.0,1.0,2.0,3.0,3.0,8.0,0.0,57.0,25.0,20.0,57.0,18.0,317.0
RPRM,0.0,5.0,1.0,0.0,91.0,42.0,1.0,49.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,6.0,0.0,0.0,21.0,34.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,14.0,30.0,0.0,0.0,0.0,0.0,30.0,1.0,37.0,4.0,9.0,27.0,16.0,45.0,0.0,22.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,50.0,6.0,4.0,0.0,118.0
SLC25A48,1.0,4.0,0.0,15.0,31.0,85.0,1.0,0.0,0.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,1.0,11.0,29.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,23.0,2.0,11.0,9.0,6.0,4.0,89.0,4.0,11.0,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,7.0,15.0
LYPD4,1.0,11.0,13.0,290.0,518.0,397.0,30.0,101.0,19.0,70.0,42.0,79.0,80.0,9.0,1.0,1.0,1.0,11.0,11.0,2.0,6.0,2.0,1.0,3.0,1.0,10.0,63.0,47.0,107.0,0.0,4.0,7.0,1.0,56.0,140.0,129.0,119.0,12.0,14.0,13.0,81.0,19.0,3.0,0.0,3.0,26.0,212.0,63.0,183.0,3.0,14.0,2.0,0.0,102.0,273.0,60.0,55.0,113.0,40.0,32.0,113.0,45.0,245.0,181.0,111.0,0.0,61.0,6.0,108.0,0.0,1.0,9.0,4.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,18.0,26.0,48.0,53.0,26.0,361.0
EBI3,0.0,0.0,1.0,44.0,111.0,105.0,15.0,18.0,0.0,13.0,25.0,1.0,22.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,1.0,13.0,17.0,6.0,0.0,5.0,0.0,0.0,0.0,21.0,11.0,7.0,0.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,0.0,14.0,28.0,33.0,0.0,1.0,0.0,1.0,21.0,115.0,36.0,32.0,26.0,35.0,1.0,12.0,40.0,15.0,10.0,8.0,1.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,7.0,8.0
ZNF607,0.0,0.0,0.0,1.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,1.0,,,,,,11.0,15.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,0.0,0.0,,,,,0.0,,0.0,0.0,8.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,,,,0.0
MRPL32,1.0,0.0,2.0,72.0,94.0,200.0,0.0,49.0,12.0,33.0,11.0,4.0,0.0,1.0,6.0,0.0,3.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,6.0,21.0,30.0,30.0,0.0,0.0,0.0,0.0,119.0,47.0,22.0,45.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,17.0,147.0,0.0,0.0,0.0,1.0,2.0,40.0,9.0,14.0,13.0,0.0,12.0,3.0,35.0,43.0,23.0,22.0,0.0,32.0,0.0,179.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,12.0,1.0,28.0,7.0,182.0
ZNF695,0.0,,,0.0,38.0,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTGES,340.0,497.0,1338.0,1016.0,2772.0,3596.0,81.0,457.0,519.0,657.0,299.0,428.0,314.0,30.0,16.0,51.0,88.0,531.0,364.0,1133.0,590.0,9.0,10.0,7.0,23.0,252.0,1021.0,627.0,556.0,42.0,171.0,48.0,124.0,422.0,599.0,1321.0,1133.0,54.0,122.0,90.0,639.0,47.0,33.0,51.0,109.0,249.0,949.0,354.0,1043.0,5.0,12.0,4.0,22.0,287.0,967.0,547.0,737.0,788.0,783.0,551.0,1554.0,290.0,693.0,384.0,331.0,47.0,77.0,70.0,458.0,6.0,29.0,31.0,4.0,11.0,14.0,7.0,15.0,14.0,13.0,76.0,74.0,56.0,26.0,48.0,413.0,82.0,241.0,131.0,1003.0
PRSS30P,3.0,5.0,5.0,216.0,433.0,931.0,12.0,214.0,27.0,162.0,19.0,65.0,51.0,0.0,11.0,13.0,8.0,20.0,8.0,35.0,12.0,5.0,1.0,2.0,1.0,26.0,73.0,105.0,111.0,1.0,2.0,0.0,1.0,124.0,195.0,85.0,250.0,1.0,25.0,21.0,48.0,2.0,2.0,1.0,7.0,37.0,240.0,130.0,226.0,0.0,2.0,2.0,1.0,88.0,278.0,107.0,155.0,21.0,28.0,2.0,48.0,18.0,52.0,24.0,41.0,26.0,25.0,2.0,134.0,3.0,3.0,1.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,10.0,6.0,25.0,35.0,26.0,50.0,41.0,174.0
SCGB3A1,2.0,1.0,0.0,74.0,156.0,118.0,24.0,165.0,0.0,13.0,3.0,5.0,2.0,0.0,3.0,0.0,1.0,4.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,9.0,87.0,10.0,3.0,0.0,0.0,0.0,0.0,12.0,22.0,150.0,55.0,2.0,4.0,0.0,21.0,0.0,1.0,1.0,2.0,52.0,298.0,62.0,71.0,0.0,0.0,1.0,1.0,54.0,137.0,1.0,6.0,18.0,30.0,0.0,12.0,19.0,31.0,0.0,3.0,1.0,10.0,0.0,184.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,5.0,19.0
MS4A15,3.0,25.0,24.0,335.0,1007.0,1224.0,89.0,388.0,31.0,249.0,35.0,91.0,39.0,3.0,8.0,52.0,10.0,45.0,0.0,73.0,7.0,2.0,5.0,5.0,5.0,36.0,87.0,80.0,191.0,0.0,4.0,3.0,3.0,193.0,178.0,161.0,176.0,3.0,36.0,15.0,46.0,12.0,0.0,7.0,1.0,45.0,217.0,138.0,426.0,2.0,5.0,13.0,4.0,233.0,527.0,174.0,341.0,96.0,56.0,42.0,195.0,32.0,103.0,78.0,95.0,10.0,28.0,10.0,56.0,11.0,12.0,4.0,1.0,6.0,1.0,15.0,9.0,2.0,3.0,3.0,8.0,17.0,10.0,29.0,175.0,13.0,60.0,21.0,233.0
THYN1,0.0,7.0,19.0,43.0,117.0,42.0,21.0,260.0,2.0,10.0,0.0,16.0,13.0,0.0,18.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,8.0,23.0,7.0,23.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,18.0,12.0,5.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,64.0,19.0,31.0,0.0,1.0,1.0,0.0,54.0,179.0,10.0,13.0,0.0,25.0,0.0,34.0,52.0,52.0,59.0,28.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,7.0,18.0,17.0,47.0
MRPL35,0.0,12.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,0.0,0.0,26.0,3.0,0.0,0.0,,,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
TMEM182,0.0,11.0,2.0,39.0,58.0,169.0,1.0,18.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,42.0,120.0,0.0,9.0,7.0,1.0,20.0,13.0,1.0,102.0,2.0,0.0,17.0,9.0,0.0,1.0,2.0,2.0,15.0,75.0,16.0,34.0,0.0,1.0,0.0,0.0,0.0,15.0,5.0,24.0,27.0,31.0,20.0,69.0,10.0,9.0,1.0,1.0,0.0,1.0,0.0,94.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,0.0,454.0
NKG7,65.0,91.0,172.0,359.0,915.0,744.0,58.0,190.0,69.0,43.0,38.0,57.0,51.0,6.0,5.0,17.0,13.0,671.0,402.0,1520.0,843.0,5.0,4.0,7.0,2.0,310.0,486.0,499.0,573.0,26.0,151.0,119.0,332.0,456.0,628.0,232.0,314.0,21.0,23.0,9.0,25.0,20.0,62.0,14.0,96.0,151.0,836.0,340.0,680.0,5.0,7.0,5.0,3.0,258.0,462.0,138.0,194.0,252.0,273.0,139.0,643.0,136.0,350.0,81.0,105.0,71.0,76.0,25.0,163.0,7.0,4.0,8.0,20.0,0.0,2.0,2.0,2.0,13.0,30.0,139.0,122.0,20.0,2.0,63.0,49.0,19.0,100.0,36.0,372.0
SLC50A1,20.0,10.0,50.0,305.0,542.0,606.0,17.0,110.0,70.0,126.0,32.0,86.0,19.0,12.0,3.0,9.0,1.0,17.0,16.0,42.0,29.0,1.0,2.0,1.0,11.0,107.0,262.0,67.0,101.0,1.0,2.0,10.0,15.0,136.0,247.0,196.0,176.0,18.0,37.0,1.0,59.0,0.0,5.0,2.0,11.0,12.0,203.0,116.0,295.0,7.0,3.0,3.0,1.0,79.0,285.0,234.0,169.0,197.0,183.0,64.0,263.0,84.0,149.0,48.0,40.0,2.0,60.0,38.0,152.0,6.0,3.0,17.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,8.0,4.0,0.0,9.0,16.0,12.0,109.0,40.0,217.0
AGK,0.0,0.0,0.0,1.0,4.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,11.0,,,,,13.0,19.0,1.0,,0.0,0.0,,,216.0,168.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0
TMEM68,117.0,204.0,256.0,211.0,1040.0,1393.0,90.0,242.0,78.0,113.0,63.0,141.0,49.0,11.0,10.0,61.0,33.0,227.0,155.0,441.0,223.0,0.0,0.0,3.0,4.0,106.0,331.0,225.0,292.0,6.0,20.0,13.0,166.0,303.0,229.0,213.0,226.0,13.0,20.0,36.0,74.0,9.0,9.0,9.0,36.0,147.0,642.0,162.0,304.0,3.0,2.0,2.0,7.0,130.0,321.0,140.0,135.0,134.0,153.0,183.0,443.0,98.0,235.0,87.0,124.0,7.0,74.0,2.0,142.0,6.0,8.0,8.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,24.0,30.0,76.0,3.0,48.0,267.0,24.0,64.0,58.0,227.0
TPGS2,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,17.0,,,,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,3.0,6.0,0.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0
RAMP3,11.0,10.0,17.0,197.0,625.0,939.0,110.0,129.0,153.0,85.0,60.0,56.0,42.0,5.0,14.0,21.0,19.0,68.0,6.0,60.0,3.0,3.0,2.0,2.0,9.0,62.0,240.0,51.0,65.0,0.0,3.0,1.0,17.0,363.0,298.0,81.0,244.0,34.0,54.0,9.0,76.0,0.0,8.0,2.0,4.0,46.0,249.0,104.0,258.0,3.0,1.0,1.0,2.0,79.0,241.0,67.0,162.0,134.0,68.0,59.0,128.0,159.0,360.0,59.0,90.0,26.0,81.0,26.0,115.0,5.0,9.0,2.0,9.0,1.0,1.0,3.0,0.0,2.0,0.0,6.0,1.0,10.0,2.0,18.0,34.0,25.0,76.0,100.0,285.0
VKORC1,0.0,0.0,0.0,0.0,49.0,35.0,0.0,1.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,9.0,16.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,22.0,35.0,19.0,34.0,1.0,33.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
C1orf43,1.0,1.0,0.0,17.0,134.0,43.0,1.0,1.0,0.0,1.0,27.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,29.0,10.0,4.0,0.0,0.0,0.0,12.0,2.0,16.0,10.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,63.0,1.0,1.0,0.0,0.0,3.0,21.0,16.0,88.0,32.0,24.0,12.0,63.0,51.0,47.0,18.0,37.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,8.0,4.0,0.0,22.0,14.0
TRNAU1AP,0.0,5.0,0.0,13.0,68.0,106.0,0.0,48.0,14.0,1.0,8.0,49.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,10.0,0.0,7.0,39.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,14.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,5.0,1.0,23.0,1.0,26.0,15.0,22.0,3.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,32.0
SLPI,0.0,1.0,1.0,58.0,267.0,176.0,1.0,29.0,1.0,70.0,13.0,47.0,22.0,0.0,10.0,0.0,4.0,11.0,23.0,5.0,46.0,1.0,1.0,1.0,0.0,3.0,9.0,1.0,28.0,0.0,0.0,3.0,0.0,35.0,70.0,39.0,102.0,0.0,0.0,1.0,44.0,13.0,7.0,1.0,12.0,56.0,72.0,22.0,115.0,0.0,10.0,1.0,2.0,28.0,195.0,21.0,97.0,5.0,28.0,24.0,37.0,127.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,8.0,3.0,68.0,23.0,248.0
SUCLA2,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0
CDK10,1.0,0.0,29.0,80.0,468.0,584.0,45.0,63.0,36.0,66.0,11.0,103.0,36.0,0.0,2.0,0.0,17.0,3.0,2.0,15.0,3.0,1.0,1.0,2.0,3.0,16.0,42.0,42.0,65.0,0.0,17.0,0.0,2.0,62.0,84.0,44.0,60.0,15.0,15.0,1.0,68.0,1.0,1.0,2.0,19.0,59.0,66.0,54.0,55.0,0.0,2.0,1.0,2.0,87.0,287.0,84.0,94.0,47.0,47.0,91.0,318.0,161.0,352.0,31.0,31.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,43.0,8.0,83.0,8.0,203.0
ALG1L,0.0,,0.0,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,,,6.0,10.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,
CA6,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,5.0,,,,,,,,0.0,,,0.0,,,,,,,,,21.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,
